studid,sname,sloc,sstrm,syop,sdp,ssp,ssec,gender
755,"Tanya Jain",Bangalore,"Information Tech",2025,74,79,79,f
756,"Priya Gupta",Ahmedabad,"Mechanical Engineering",2023,70,89,68,f
757,"Vishal Dubey",Lucknow,"Information Tech",2023,90,78,69,m
758,"Vishal Dubey",Bangalore,"Civil Engineering",2024,66,73,67,m
759,"Tanya Jain",Mumbai,"Computer Science",2023,72,92,67,f
760,"Tanya Jain",Chennai,"Mechanical Engineering",2024,64,83,85,f
761,"Ravi Patel",Jaipur,"Computer Science",2023,64,91,69,m
762,"Vishal Dubey",Chennai,"Electrical Engineering",2023,78,92,75,m
763,"Vishal Dubey",Jaipur,"Civil Engineering",2024,89,84,77,m
764,"Tanya Jain",Lucknow,"Information Tech",2024,69,76,77,f
765,"Vishal Dubey",Ahmedabad,"Computer Science",2025,77,78,87,m
766,"Meera Iyer",Chennai,"Civil Engineering",2024,66,85,72,f
767,"Priya Gupta",Delhi,"Computer Science",2025,71,74,70,f
768,"Meera Iyer",Delhi,"Computer Science",2023,79,76,68,f
769,"Sneha Reddy",Mumbai,"Computer Science",2024,64,73,86,f
770,"Meera Iyer",Jaipur,"IT Engineering",2023,88,86,74,f
771,"Tanya Jain",Jaipur,"Electrical Engineering",2023,73,77,88,f
772,"Rahul Mehta",Ahmedabad,"IT Engineering",2024,70,89,86,m
773,"Priya Gupta",Ahmedabad,"Electrical Engineering",2025,84,72,70,f
774,"Arjun Singh",Chennai,"Computer Science",2024,82,81,85,m
775,"Vishal Dubey",Pune,"Civil Engineering",2025,78,94,77,m
776,"Ananya Sharma",Indore,"Information Tech",2025,63,79,83,f
777,"Priya Gupta",Ahmedabad,"Mechanical Engineering",2023,82,82,89,f
778,"Arjun Singh",Ahmedabad,"Civil Engineering",2023,87,88,75,m
779,"Meera Iyer",Jaipur,"IT Engineering",2025,68,93,77,f
780,"Priya Gupta",Jaipur,"IT Engineering",2025,78,77,78,f
781,"Rahul Mehta",Mumbai,"Electrical Engineering",2025,88,73,81,m
782,"Tanya Jain",Hyderabad,"Mechanical Engineering",2023,76,89,81,f
783,"Rahul Mehta",Delhi,"Information Tech",2023,70,89,82,m
784,"Meera Iyer",Lucknow,"Mechanical Engineering",2025,75,78,71,f
785,"Tanya Jain",Hyderabad,"Electrical Engineering",2024,67,94,71,f
786,"Rahul Mehta",Chennai,"Electronics Engineering",2025,67,87,80,m
787,"Tanya Jain",Lucknow,"Computer Science",2023,81,84,77,f
788,"Tanya Jain",Pune,"Electronics Engineering",2025,64,72,87,f
789,"Ravi Patel",Delhi,"Electrical Engineering",2023,70,85,75,m
790,"Priya Gupta",Lucknow,"Electronics Engineering",2025,83,86,89,f
791,"Tanya Jain",Chennai,"Electronics Engineering",2023,90,82,90,f
792,"Rahul Mehta",Lucknow,"Electronics Engineering",2025,71,84,81,m
793,"Rahul Mehta",Mumbai,"IT Engineering",2023,81,94,77,m
794,"Ravi Patel",Hyderabad,"Computer Science",2024,79,73,90,m
795,"Tanya Jain",Jaipur,"Computer Science",2023,85,74,73,f
796,"Arjun Singh",Pune,"Computer Science",2024,88,85,84,m
797,"Arjun Singh",Jaipur,"Mechanical Engineering",2023,87,74,73,m
798,"Sneha Reddy",Bangalore,"Mechanical Engineering",2025,73,86,86,f
799,"Ravi Patel",Jaipur,"Electronics Engineering",2025,76,79,82,m
800,"Tanya Jain",Jaipur,"Mechanical Engineering",2023,87,70,85,f
801,"Vishal Dubey",Jaipur,"Information Tech",2025,68,82,89,m
802,"Ravi Patel",Pune,"Computer Science",2023,62,90,82,m
803,"Vishal Dubey",Jaipur,"Computer Science",2024,62,81,80,m
804,"Karan Verma",Lucknow,"Electrical Engineering",2025,76,73,88,m
805,"Sneha Reddy",Indore,"IT Engineering",2025,79,86,69,f
806,"Priya Gupta",Hyderabad,"Mechanical Engineering",2024,80,71,89,f
807,"Arjun Singh",Jaipur,"Mechanical Engineering",2023,79,85,68,m
808,"Sneha Reddy",Delhi,"IT Engineering",2023,69,75,71,f
809,"Vishal Dubey",Indore,"IT Engineering",2023,77,91,83,m
810,"Sneha Reddy",Mumbai,"Information Tech",2025,89,81,67,f
811,"Meera Iyer",Delhi,"Mechanical Engineering",2024,85,72,82,f
812,"Meera Iyer",Ahmedabad,"Computer Science",2023,61,92,73,f
813,"Meera Iyer",Pune,"Civil Engineering",2025,71,92,81,f
814,"Ananya Sharma",Chennai,"Information Tech",2024,79,82,86,f
815,"Karan Verma",Bangalore,"Electronics Engineering",2025,71,92,85,m
816,"Tanya Jain",Lucknow,"IT Engineering",2023,79,70,69,f
817,"Tanya Jain",Bangalore,"Civil Engineering",2024,87,85,85,f
818,"Tanya Jain",Bangalore,"Mechanical Engineering",2025,88,92,66,f
819,"Ananya Sharma",Ahmedabad,"Civil Engineering",2024,77,79,75,f
820,"Tanya Jain",Chennai,"IT Engineering",2023,76,81,82,f
821,"Tanya Jain",Bangalore,"Civil Engineering",2025,86,81,76,f
822,"Karan Verma",Chennai,"Mechanical Engineering",2024,65,74,88,m
823,"Ananya Sharma",Ahmedabad,"IT Engineering",2023,73,86,82,f
824,"Karan Verma",Indore,"Information Tech",2024,84,94,86,m
825,"Priya Gupta",Jaipur,"Electronics Engineering",2023,67,91,85,f
826,"Tanya Jain",Jaipur,"Mechanical Engineering",2025,86,85,78,f
827,"Priya Gupta",Chennai,"Information Tech",2024,80,86,83,f
828,"Vishal Dubey",Jaipur,"IT Engineering",2024,76,78,75,m
829,"Meera Iyer",Hyderabad,"IT Engineering",2023,88,89,87,f
830,"Karan Verma",Mumbai,"Civil Engineering",2025,66,90,73,m
831,"Ananya Sharma",Mumbai,"Electronics Engineering",2025,77,80,82,f
832,"Ravi Patel",Indore,"IT Engineering",2023,84,84,73,m
833,"Ravi Patel",Jaipur,"IT Engineering",2023,82,73,79,m
834,"Rahul Mehta",Pune,"Electronics Engineering",2023,69,92,69,m
835,"Arjun Singh",Bangalore,"Electronics Engineering",2024,83,72,74,m
836,"Ananya Sharma",Bangalore,"Mechanical Engineering",2024,64,85,89,f
837,"Karan Verma",Bangalore,"Electronics Engineering",2025,88,79,67,m
838,"Tanya Jain",Lucknow,"Computer Science",2024,89,80,83,f
839,"Vishal Dubey",Mumbai,"Mechanical Engineering",2025,87,88,85,m
840,"Tanya Jain",Lucknow,"Electrical Engineering",2023,62,84,86,f
841,"Vishal Dubey",Delhi,"Electronics Engineering",2025,83,92,78,m
842,"Ravi Patel",Delhi,"IT Engineering",2024,67,93,83,m
843,"Priya Gupta",Lucknow,"Civil Engineering",2023,67,78,74,f
844,"Arjun Singh",Indore,"IT Engineering",2025,79,73,85,m
845,"Sneha Reddy",Pune,"Electronics Engineering",2025,89,80,78,f
846,"Priya Gupta",Ahmedabad,"Electronics Engineering",2025,62,85,73,f
847,"Tanya Jain",Indore,"Information Tech",2023,83,94,66,f
848,"Karan Verma",Pune,"Information Tech",2023,64,94,90,m
849,"Ananya Sharma",Lucknow,"Information Tech",2025,69,83,79,f
850,"Tanya Jain",Delhi,"Electronics Engineering",2024,76,88,66,f
851,"Karan Verma",Lucknow,"Computer Science",2024,60,75,68,m
852,"Arjun Singh",Mumbai,"Electronics Engineering",2024,76,93,87,m
853,"Tanya Jain",Jaipur,"Electronics Engineering",2024,66,72,70,f
854,"Rahul Mehta",Chennai,"Civil Engineering",2023,65,79,72,m
855,"Arjun Singh",Indore,"Electronics Engineering",2024,75,91,72,m
856,"Arjun Singh",Chennai,"Electronics Engineering",2023,65,85,85,m
857,"Tanya Jain",Chennai,"Mechanical Engineering",2025,62,86,80,f
858,"Arjun Singh",Jaipur,"Computer Science",2025,63,86,65,m
859,"Priya Gupta",Ahmedabad,"Electrical Engineering",2023,84,83,82,f
860,"Ravi Patel",Jaipur,"IT Engineering",2023,87,85,79,m
861,"Ananya Sharma",Hyderabad,"IT Engineering",2024,88,75,66,f
862,"Vishal Dubey",Delhi,"Electronics Engineering",2023,74,75,87,m
863,"Karan Verma",Hyderabad,"Computer Science",2025,81,73,70,m
864,"Karan Verma",Delhi,"Computer Science",2023,88,87,68,m
865,"Tanya Jain",Ahmedabad,"Mechanical Engineering",2023,70,84,70,f
866,"Meera Iyer",Jaipur,"Electrical Engineering",2023,65,80,71,f
867,"Sneha Reddy",Lucknow,"Electronics Engineering",2024,87,82,68,f
868,"Karan Verma",Indore,"Mechanical Engineering",2025,80,82,81,m
869,"Arjun Singh",Jaipur,"IT Engineering",2025,64,84,71,m
870,"Rahul Mehta",Ahmedabad,"Information Tech",2025,63,81,67,m
871,"Sneha Reddy",Chennai,"Electronics Engineering",2025,63,76,81,f
872,"Priya Gupta",Hyderabad,"Information Tech",2024,68,84,77,f
873,"Vishal Dubey",Bangalore,"Mechanical Engineering",2023,80,87,84,m
874,"Karan Verma",Chennai,"Computer Science",2024,87,74,76,m
875,"Ananya Sharma",Indore,"Mechanical Engineering",2025,80,84,89,f
876,"Ravi Patel",Hyderabad,"Information Tech",2024,76,88,83,m
877,"Sneha Reddy",Mumbai,"Mechanical Engineering",2024,80,74,69,f
878,"Ravi Patel",Indore,"Computer Science",2025,74,83,72,m
879,"Rahul Mehta",Mumbai,"Information Tech",2023,81,90,85,m
880,"Meera Iyer",Delhi,"IT Engineering",2024,73,76,87,f
881,"Arjun Singh",Jaipur,"Mechanical Engineering",2025,83,80,69,m
882,"Vishal Dubey",Mumbai,"Mechanical Engineering",2025,70,93,78,m
883,"Karan Verma",Hyderabad,"Electronics Engineering",2025,69,84,76,m
884,"Sneha Reddy",Chennai,"Computer Science",2024,73,76,85,f
885,"Vishal Dubey",Hyderabad,"IT Engineering",2023,73,77,79,m
886,"Ravi Patel",Jaipur,"Electronics Engineering",2025,76,78,77,m
887,"Ananya Sharma",Indore,"Electronics Engineering",2023,63,88,78,f
888,"Sneha Reddy",Jaipur,"Information Tech",2024,74,90,76,f
889,"Meera Iyer",Lucknow,"IT Engineering",2023,88,77,78,f
890,"Meera Iyer",Lucknow,"Computer Science",2025,77,79,81,f
891,"Karan Verma",Bangalore,"Electrical Engineering",2025,89,77,82,m
892,"Meera Iyer",Jaipur,"Computer Science",2024,73,92,89,f
893,"Priya Gupta",Hyderabad,"Mechanical Engineering",2023,83,72,71,f
894,"Sneha Reddy",Pune,"Electronics Engineering",2025,80,86,79,f
895,"Sneha Reddy",Bangalore,"Mechanical Engineering",2023,85,74,79,f
896,"Ananya Sharma",Mumbai,"Mechanical Engineering",2024,78,90,78,f
897,"Ananya Sharma",Indore,"Electronics Engineering",2025,74,86,79,f
898,"Rahul Mehta",Ahmedabad,"Electrical Engineering",2025,67,82,88,m
899,"Sneha Reddy",Lucknow,"Information Tech",2023,78,91,67,f
900,"Priya Gupta",Ahmedabad,"Electronics Engineering",2023,79,92,81,f
901,"Meera Iyer",Chennai,"Electronics Engineering",2024,80,79,87,f
902,"Ananya Sharma",Lucknow,"Electronics Engineering",2023,72,78,67,f
903,"Meera Iyer",Indore,"Electrical Engineering",2023,66,88,70,f
904,"Arjun Singh",Delhi,"IT Engineering",2024,63,79,86,m
905,"Sneha Reddy",Chennai,"Computer Science",2024,86,90,88,f
906,"Meera Iyer",Mumbai,"IT Engineering",2024,85,72,82,f
907,"Arjun Singh",Ahmedabad,"Civil Engineering",2025,63,76,72,m
908,"Ananya Sharma",Lucknow,"Mechanical Engineering",2025,76,94,73,f
909,"Vishal Dubey",Delhi,"Civil Engineering",2025,67,73,80,m
910,"Tanya Jain",Indore,"Computer Science",2025,86,89,74,f
911,"Priya Gupta",Delhi,"Civil Engineering",2025,71,83,66,f
912,"Rahul Mehta",Indore,"Computer Science",2025,70,75,65,m
913,"Tanya Jain",Chennai,"Information Tech",2024,90,77,75,f
914,"Ravi Patel",Chennai,"Electrical Engineering",2024,82,81,78,m
915,"Ravi Patel",Jaipur,"Civil Engineering",2024,75,95,82,m
916,"Meera Iyer",Indore,"Electrical Engineering",2025,65,75,88,f
917,"Rahul Mehta",Bangalore,"IT Engineering",2025,82,86,65,m
918,"Ravi Patel",Ahmedabad,"Mechanical Engineering",2024,63,90,75,m
919,"Tanya Jain",Delhi,"Civil Engineering",2023,84,74,83,f
920,"Tanya Jain",Jaipur,"Computer Science",2024,84,71,81,f
921,"Sneha Reddy",Lucknow,"IT Engineering",2023,66,86,88,f
922,"Vishal Dubey",Chennai,"IT Engineering",2025,83,78,81,m
923,"Karan Verma",Jaipur,"Computer Science",2025,67,77,82,m
924,"Rahul Mehta",Bangalore,"Electronics Engineering",2023,85,78,70,m
925,"Meera Iyer",Delhi,"Information Tech",2024,74,83,77,f
926,"Meera Iyer",Chennai,"Electrical Engineering",2023,68,87,73,f
927,"Karan Verma",Hyderabad,"Computer Science",2025,80,82,81,m
928,"Sneha Reddy",Indore,"Electronics Engineering",2023,72,88,70,f
929,"Ravi Patel",Delhi,"Electronics Engineering",2023,70,78,89,m
930,"Rahul Mehta",Mumbai,"IT Engineering",2025,65,75,85,m
931,"Rahul Mehta",Bangalore,"IT Engineering",2023,68,78,67,m
932,"Ravi Patel",Jaipur,"IT Engineering",2023,66,89,70,m
933,"Tanya Jain",Indore,"Computer Science",2025,64,85,75,f
934,"Ravi Patel",Bangalore,"Electrical Engineering",2024,74,92,76,m
935,"Meera Iyer",Hyderabad,"IT Engineering",2024,72,84,78,f
936,"Meera Iyer",Mumbai,"Mechanical Engineering",2024,66,95,82,f
937,"Ravi Patel",Lucknow,"Electrical Engineering",2024,89,85,71,m
938,"Rahul Mehta",Pune,"Mechanical Engineering",2024,82,81,76,m
939,"Arjun Singh",Ahmedabad,"Mechanical Engineering",2023,73,91,87,m
940,"Rahul Mehta",Jaipur,"IT Engineering",2025,63,80,75,m
941,"Tanya Jain",Lucknow,"Electrical Engineering",2025,67,83,65,f
942,"Ravi Patel",Pune,"Information Tech",2023,74,91,69,m
943,"Arjun Singh",Indore,"Electronics Engineering",2025,68,73,84,m
944,"Sneha Reddy",Mumbai,"IT Engineering",2023,73,83,73,f
945,"Ravi Patel",Pune,"Computer Science",2023,63,88,75,m
946,"Arjun Singh",Ahmedabad,"Information Tech",2024,81,70,84,m
947,"Vishal Dubey",Hyderabad,"IT Engineering",2024,82,71,76,m
948,"Tanya Jain",Ahmedabad,"Electrical Engineering",2023,86,86,74,f
949,"Meera Iyer",Mumbai,"Information Tech",2025,90,91,83,f
950,"Ravi Patel",Delhi,"Mechanical Engineering",2025,74,93,85,m
951,"Priya Gupta",Hyderabad,"Computer Science",2024,76,89,88,f
952,"Tanya Jain",Delhi,"Computer Science",2023,84,85,90,f
953,"Ravi Patel",Ahmedabad,"Mechanical Engineering",2024,67,77,69,m
954,"Vishal Dubey",Bangalore,"Electrical Engineering",2023,74,77,71,m
955,"Sneha Reddy",Indore,"Electrical Engineering",2023,75,74,72,f
956,"Meera Iyer",Indore,"Electronics Engineering",2024,82,73,81,f
957,"Sneha Reddy",Chennai,"Electronics Engineering",2023,80,95,76,f
958,"Sneha Reddy",Chennai,"Electronics Engineering",2023,65,81,85,f
959,"Arjun Singh",Delhi,"IT Engineering",2025,88,93,77,m
960,"Sneha Reddy",Pune,"Civil Engineering",2025,63,88,66,f
961,"Rahul Mehta",Hyderabad,"Computer Science",2025,63,94,83,m
962,"Ravi Patel",Lucknow,"Electronics Engineering",2023,85,78,71,m
963,"Vishal Dubey",Bangalore,"Computer Science",2025,81,84,79,m
964,"Arjun Singh",Jaipur,"Mechanical Engineering",2023,82,93,88,m
965,"Tanya Jain",Chennai,"IT Engineering",2025,75,88,66,f
966,"Vishal Dubey",Pune,"Electrical Engineering",2025,83,82,89,m
967,"Rahul Mehta",Chennai,"Electronics Engineering",2023,63,84,82,m
968,"Meera Iyer",Delhi,"IT Engineering",2024,88,91,82,f
969,"Ravi Patel",Lucknow,"Mechanical Engineering",2023,79,78,83,m
970,"Arjun Singh",Pune,"Information Tech",2025,84,72,89,m
971,"Sneha Reddy",Delhi,"Electronics Engineering",2024,87,72,67,f
972,"Sneha Reddy",Jaipur,"Information Tech",2024,82,91,81,f
973,"Tanya Jain",Mumbai,"IT Engineering",2024,69,84,89,f
974,"Ravi Patel",Indore,"Electronics Engineering",2024,89,89,84,m
975,"Karan Verma",Hyderabad,"Information Tech",2023,72,94,71,m
976,"Meera Iyer",Chennai,"IT Engineering",2025,61,80,79,f
977,"Rahul Mehta",Mumbai,"Computer Science",2023,81,77,74,m
978,"Ananya Sharma",Bangalore,"Electronics Engineering",2024,60,72,67,f
979,"Rahul Mehta",Mumbai,"Electronics Engineering",2025,71,80,71,m
980,"Rahul Mehta",Bangalore,"IT Engineering",2025,62,94,75,m
981,"Priya Gupta",Indore,"Mechanical Engineering",2025,86,83,79,f
982,"Tanya Jain",Indore,"Computer Science",2023,63,92,72,f
983,"Karan Verma",Bangalore,"Electronics Engineering",2023,71,81,83,m
984,"Rahul Mehta",Lucknow,"Electronics Engineering",2024,65,71,77,m
985,"Ravi Patel",Bangalore,"Information Tech",2023,78,76,84,m
986,"Tanya Jain",Lucknow,"Computer Science",2023,72,94,83,f
987,"Karan Verma",Lucknow,"IT Engineering",2024,75,70,85,m
988,"Rahul Mehta",Mumbai,"Electrical Engineering",2024,80,80,82,m
989,"Karan Verma",Hyderabad,"Computer Science",2025,84,95,66,m
990,"Priya Gupta",Mumbai,"Electrical Engineering",2025,82,78,66,f
991,"Arjun Singh",Bangalore,"Civil Engineering",2025,88,91,86,m
992,"Ananya Sharma",Chennai,"IT Engineering",2023,88,95,77,f
993,"Ananya Sharma",Indore,"Electrical Engineering",2023,84,77,69,f
994,"Rahul Mehta",Bangalore,"Civil Engineering",2024,60,88,87,m
995,"Tanya Jain",Pune,"Electronics Engineering",2023,73,73,89,f
996,"Meera Iyer",Chennai,"Electronics Engineering",2025,85,93,75,f
997,"Karan Verma",Hyderabad,"Electronics Engineering",2025,75,89,86,m
998,"Meera Iyer",Hyderabad,"Computer Science",2025,61,93,78,f
999,"Ananya Sharma",Chennai,"Electronics Engineering",2024,72,75,73,f
1000,"Arjun Singh",Pune,"Civil Engineering",2023,68,75,68,m
