studid,sname,sloc,sstrm,syop,sdp,ssp,ssec,gender,performance
1161,"Ananya Sharma",Hyderabad,"Mechanical Engineering",2024,79,85,73,f,A
1162,"Ravi Patel",Pune,"Computer Science",2024,66,94,67,m,A
1163,"Karan Verma",Chennai,"Electrical Engineering",2023,68,72,73,m,A
1166,"Meera Iyer",Lucknow,"Mechanical Engineering",2023,71,80,78,f,A
1167,"Sneha Reddy",Ahmedabad,"Electronics Engineering",2024,67,90,78,f,A
1168,"Arjun Singh",Indore,"Electrical Engineering",2025,89,74,67,m,A
1169,"Meera Iyer",Hyderabad,"Civil Engineering",2024,65,74,82,f,A
1170,"Meera Iyer",Lucknow,"Mechanical Engineering",2023,68,77,78,f,A
1171,"Priya Gupta",Hyderabad,"Computer Science",2024,66,72,80,f,A
1172,"Vishal Dubey",Jaipur,"Civil Engineering",2025,60,82,81,m,A
1173,"Karan Verma",Indore,"Electrical Engineering",2025,60,81,81,m,A
1175,"Arjun Singh",Ahmedabad,"Computer Science",2024,65,80,78,m,A
1178,"Vishal Dubey",Hyderabad,"Electrical Engineering",2024,83,73,80,m,A
1179,"Vishal Dubey",Indore,"Civil Engineering",2023,72,81,75,m,A
1180,"Ravi Patel",Ahmedabad,"Electrical Engineering",2025,61,81,85,m,A
1181,"Karan Verma",Lucknow,"Mechanical Engineering",2025,81,78,74,m,A
1182,"Tanya Jain",Hyderabad,"Mechanical Engineering",2024,63,86,78,f,A
1183,"Vishal Dubey",Lucknow,"Information Tech",2025,67,80,77,m,A
1184,"Tanya Jain",Jaipur,"Civil Engineering",2025,77,77,68,f,A
1185,"Karan Verma",Mumbai,"Information Tech",2024,62,92,69,m,A
1190,"Rahul Mehta",Mumbai,"Electrical Engineering",2023,66,86,67,m,A
1191,"Vishal Dubey",Indore,"Electronics Engineering",2025,88,73,78,m,A
1192,"Ananya Sharma",Hyderabad,"Electronics Engineering",2023,69,83,87,f,A
1194,"Arjun Singh",Pune,"IT Engineering",2023,64,88,73,m,A
1195,"Ananya Sharma",Delhi,"Information Tech",2023,72,93,73,f,A
1198,"Arjun Singh",Chennai,"Information Tech",2023,64,84,76,m,A
1199,"Karan Verma",Indore,"Electrical Engineering",2025,71,90,68,m,A
1200,"Meera Iyer",Ahmedabad,"Civil Engineering",2024,81,74,66,f,A
1202,"Karan Verma",Ahmedabad,"Civil Engineering",2024,77,85,66,m,A
1204,"Priya Gupta",Indore,"Electrical Engineering",2023,64,71,73,f,A
1205,"Karan Verma",Chennai,"Electrical Engineering",2025,62,82,67,m,A
1206,"Ananya Sharma",Hyderabad,"Information Tech",2025,67,91,72,f,A
1207,"Vishal Dubey",Hyderabad,"Information Tech",2024,74,71,84,m,A
1209,"Sneha Reddy",Jaipur,"IT Engineering",2025,88,71,67,f,A
1211,"Priya Gupta",Ahmedabad,"Civil Engineering",2024,64,87,74,f,A
1212,"Ananya Sharma",Chennai,"Mechanical Engineering",2023,84,70,80,f,A
1214,"Ananya Sharma",Delhi,"Civil Engineering",2023,73,85,78,f,A
1216,"Arjun Singh",Mumbai,"Information Tech",2024,75,84,78,m,A
1217,"Meera Iyer",Chennai,"Information Tech",2025,60,92,71,f,A
1218,"Sneha Reddy",Mumbai,"Information Tech",2023,65,87,71,f,A
1219,"Karan Verma",Indore,"Electronics Engineering",2024,86,71,73,m,A
1221,"Tanya Jain",Lucknow,"IT Engineering",2025,83,79,73,f,A
1224,"Arjun Singh",Lucknow,"Computer Science",2023,73,81,70,m,A
1225,"Karan Verma",Jaipur,"Electronics Engineering",2024,75,71,74,m,A
1228,"Vishal Dubey",Chennai,"Computer Science",2024,88,75,68,m,A
1230,"Rahul Mehta",Mumbai,"IT Engineering",2025,66,70,74,m,A
1231,"Sneha Reddy",Chennai,"Electrical Engineering",2023,60,93,81,f,A
1232,"Meera Iyer",Hyderabad,"Information Tech",2024,69,84,67,f,A
1235,"Meera Iyer",Chennai,"IT Engineering",2024,78,83,68,f,A
1236,"Ravi Patel",Mumbai,"Information Tech",2023,78,80,77,m,A
1237,"Karan Verma",Indore,"Civil Engineering",2023,74,73,71,m,A
1238,"Ravi Patel",Delhi,"Electronics Engineering",2024,63,78,67,m,A
1240,"Karan Verma",Ahmedabad,"Computer Science",2023,72,81,78,m,A
1242,"Ravi Patel",Indore,"Mechanical Engineering",2023,84,85,70,m,A
1243,"Tanya Jain",Ahmedabad,"Civil Engineering",2023,64,87,66,f,A
1246,"Vishal Dubey",Mumbai,"Electrical Engineering",2025,66,75,85,m,A
1250,"Ananya Sharma",Ahmedabad,"Electronics Engineering",2025,64,86,87,f,A
1251,"Ravi Patel",Lucknow,"Electrical Engineering",2024,87,72,80,m,A
1254,"Karan Verma",Delhi,"Information Tech",2024,83,71,80,m,A
1255,"Karan Verma",Mumbai,"Information Tech",2024,63,84,69,m,A
1256,"Karan Verma",Indore,"Mechanical Engineering",2024,64,71,68,m,A
1258,"Meera Iyer",Lucknow,"Electronics Engineering",2024,80,70,68,f,A
1259,"Meera Iyer",Pune,"IT Engineering",2024,90,83,66,f,A
1260,"Priya Gupta",Delhi,"Civil Engineering",2024,72,79,75,f,A
1261,"Meera Iyer",Pune,"Civil Engineering",2024,62,70,67,f,A
1262,"Priya Gupta",Pune,"Computer Science",2024,67,81,67,f,A
1263,"Ravi Patel",Chennai,"Information Tech",2024,63,80,73,m,A
1265,"Karan Verma",Indore,"Mechanical Engineering",2023,78,79,79,m,A
1266,"Vishal Dubey",Delhi,"IT Engineering",2023,68,77,78,m,A
1267,"Ananya Sharma",Pune,"Mechanical Engineering",2024,79,88,69,f,A
1268,"Karan Verma",Bangalore,"Mechanical Engineering",2023,66,76,73,m,A
1269,"Priya Gupta",Pune,"IT Engineering",2024,70,87,75,f,A
1270,"Karan Verma",Mumbai,"Information Tech",2025,61,92,71,m,A
1272,"Tanya Jain",Indore,"IT Engineering",2025,88,75,76,f,A
1274,"Ananya Sharma",Bangalore,"Information Tech",2023,66,90,72,f,A
1275,"Ravi Patel",Ahmedabad,"Computer Science",2025,63,87,67,m,A
1277,"Ananya Sharma",Chennai,"Electrical Engineering",2024,72,71,89,f,A
1278,"Meera Iyer",Delhi,"Computer Science",2023,65,72,84,f,A
1279,"Meera Iyer",Indore,"Computer Science",2025,63,80,81,f,A
1280,"Rahul Mehta",Chennai,"Mechanical Engineering",2025,63,87,81,m,A
1281,"Tanya Jain",Delhi,"IT Engineering",2023,80,80,66,f,A
1282,"Vishal Dubey",Indore,"Electronics Engineering",2025,68,87,84,m,A
1284,"Karan Verma",Ahmedabad,"Electronics Engineering",2023,66,72,82,m,A
1285,"Meera Iyer",Mumbai,"Information Tech",2023,77,77,66,f,A
1286,"Karan Verma",Delhi,"IT Engineering",2025,67,72,80,m,A
1287,"Rahul Mehta",Mumbai,"Electrical Engineering",2025,74,71,68,m,A
1291,"Karan Verma",Bangalore,"Electrical Engineering",2025,62,73,82,m,A
1292,"Ananya Sharma",Bangalore,"Computer Science",2023,67,71,81,f,A
1294,"Tanya Jain",Delhi,"IT Engineering",2023,61,87,69,f,A
1295,"Sneha Reddy",Delhi,"Mechanical Engineering",2023,75,76,71,f,A
1296,"Karan Verma",Mumbai,"Electrical Engineering",2024,62,87,86,m,A
1297,"Tanya Jain",Jaipur,"Information Tech",2023,81,85,67,f,A
1298,"Vishal Dubey",Pune,"Computer Science",2023,85,80,65,m,A
1300,"Priya Gupta",Pune,"Information Tech",2024,69,73,85,f,A
1301,"Vishal Dubey",Bangalore,"IT Engineering",2025,73,77,83,m,A
1302,"Tanya Jain",Hyderabad,"IT Engineering",2025,64,75,79,f,A
1305,"Karan Verma",Mumbai,"IT Engineering",2025,70,74,71,m,A
1308,"Meera Iyer",Delhi,"Electronics Engineering",2025,70,89,68,f,A
1311,"Meera Iyer",Lucknow,"Mechanical Engineering",2025,65,81,76,f,A
1312,"Vishal Dubey",Pune,"Information Tech",2024,62,89,66,m,A
1313,"Meera Iyer",Lucknow,"Information Tech",2023,62,71,72,f,A
1316,"Ravi Patel",Delhi,"Civil Engineering",2023,79,74,86,m,A
1317,"Rahul Mehta",Delhi,"Computer Science",2024,87,71,66,m,A
1319,"Rahul Mehta",Indore,"IT Engineering",2025,67,75,86,m,A
1321,"Karan Verma",Bangalore,"Electronics Engineering",2023,70,77,79,m,A
1322,"Tanya Jain",Hyderabad,"IT Engineering",2023,88,72,69,f,A
1323,"Tanya Jain",Chennai,"IT Engineering",2024,70,82,69,f,A
1324,"Tanya Jain",Jaipur,"IT Engineering",2023,71,71,69,f,A
1325,"Tanya Jain",Indore,"Civil Engineering",2025,62,85,84,f,A
1326,"Tanya Jain",Bangalore,"Civil Engineering",2025,82,74,76,f,A
1328,"Sneha Reddy",Mumbai,"Electronics Engineering",2025,68,95,67,f,A
1330,"Meera Iyer",Jaipur,"Electronics Engineering",2024,66,86,87,f,A
1331,"Karan Verma",Chennai,"Information Tech",2025,68,70,86,m,A
1332,"Meera Iyer",Hyderabad,"IT Engineering",2024,70,80,70,f,A
1334,"Sneha Reddy",Chennai,"Computer Science",2025,70,93,70,f,A
1335,"Karan Verma",Jaipur,"Mechanical Engineering",2023,67,78,65,m,A
1336,"Meera Iyer",Lucknow,"IT Engineering",2023,87,76,75,f,A
1338,"Rahul Mehta",Hyderabad,"Mechanical Engineering",2025,89,70,66,m,A
1340,"Sneha Reddy",Bangalore,"Electrical Engineering",2024,62,78,84,f,A
1341,"Rahul Mehta",Ahmedabad,"Mechanical Engineering",2025,70,75,83,m,A
1342,"Vishal Dubey",Ahmedabad,"Computer Science",2023,61,92,68,m,A
1343,"Meera Iyer",Indore,"IT Engineering",2025,63,76,75,f,A
1344,"Vishal Dubey",Mumbai,"Civil Engineering",2025,65,78,85,m,A
1345,"Meera Iyer",Delhi,"Mechanical Engineering",2025,64,81,74,f,A
1346,"Vishal Dubey",Hyderabad,"Electronics Engineering",2024,69,91,79,m,A
1351,"Tanya Jain",Jaipur,"Mechanical Engineering",2024,66,79,68,f,A
1352,"Tanya Jain",Hyderabad,"Electrical Engineering",2025,76,72,85,f,A
1353,"Arjun Singh",Indore,"Civil Engineering",2025,67,82,78,m,A
1354,"Rahul Mehta",Pune,"Electrical Engineering",2024,70,71,69,m,A
1355,"Rahul Mehta",Mumbai,"Civil Engineering",2023,70,87,70,m,A
1356,"Arjun Singh",Jaipur,"Mechanical Engineering",2023,69,81,85,m,A
1358,"Sneha Reddy",Hyderabad,"Electrical Engineering",2025,71,82,68,f,A
1359,"Arjun Singh",Mumbai,"Civil Engineering",2023,61,84,73,m,A
1360,"Ananya Sharma",Lucknow,"IT Engineering",2024,60,94,85,f,A
1361,"Arjun Singh",Mumbai,"Electronics Engineering",2023,63,72,88,m,A
1362,"Rahul Mehta",Chennai,"Civil Engineering",2024,82,89,67,m,A
1363,"Tanya Jain",Lucknow,"Civil Engineering",2024,74,77,78,f,A
1365,"Ravi Patel",Chennai,"Mechanical Engineering",2023,68,81,68,m,A
1366,"Priya Gupta",Chennai,"Computer Science",2023,90,73,72,f,A
1367,"Karan Verma",Ahmedabad,"Civil Engineering",2023,89,76,67,m,A
1369,"Vishal Dubey",Ahmedabad,"IT Engineering",2025,65,84,83,m,A
1370,"Karan Verma",Mumbai,"Computer Science",2024,66,85,79,m,A
1371,"Rahul Mehta",Lucknow,"Electrical Engineering",2025,63,84,69,m,A
1372,"Ananya Sharma",Pune,"Electronics Engineering",2023,73,78,76,f,A
1373,"Sneha Reddy",Bangalore,"Mechanical Engineering",2025,79,76,67,f,A
1378,"Meera Iyer",Lucknow,"Electronics Engineering",2024,66,90,83,f,A
1382,"Vishal Dubey",Delhi,"Electronics Engineering",2025,61,88,87,m,A
1383,"Meera Iyer",Ahmedabad,"Mechanical Engineering",2023,85,74,79,f,A
1384,"Ananya Sharma",Hyderabad,"Civil Engineering",2024,65,83,78,f,A
1386,"Priya Gupta",Mumbai,"Electrical Engineering",2024,69,71,79,f,A
1387,"Sneha Reddy",Delhi,"Computer Science",2023,71,87,78,f,A
1388,"Vishal Dubey",Chennai,"Computer Science",2024,66,94,66,m,A
1390,"Ananya Sharma",Mumbai,"Computer Science",2023,66,88,78,f,A
1393,"Meera Iyer",Ahmedabad,"Civil Engineering",2023,70,85,77,f,A
1395,"Meera Iyer",Mumbai,"Electrical Engineering",2025,67,76,66,f,A
1396,"Ananya Sharma",Indore,"Civil Engineering",2025,85,80,71,f,A
1397,"Ananya Sharma",Mumbai,"Mechanical Engineering",2023,62,94,75,f,A
1398,"Arjun Singh",Chennai,"Electrical Engineering",2024,65,90,69,m,A
1399,"Ananya Sharma",Hyderabad,"Information Tech",2023,73,75,75,f,A
1402,"Ananya Sharma",Ahmedabad,"Civil Engineering",2025,77,84,65,f,A
1404,"Rahul Mehta",Chennai,"Mechanical Engineering",2025,84,76,75,m,A
1405,"Priya Gupta",Delhi,"Information Tech",2023,66,95,67,f,A
1406,"Ravi Patel",Mumbai,"Electrical Engineering",2024,87,77,74,m,A
1407,"Sneha Reddy",Indore,"Computer Science",2023,66,75,82,f,A
1408,"Ravi Patel",Pune,"Electrical Engineering",2024,64,93,66,m,A
1409,"Sneha Reddy",Lucknow,"IT Engineering",2023,73,81,82,f,A
1411,"Arjun Singh",Lucknow,"Mechanical Engineering",2024,79,72,68,m,A
1412,"Tanya Jain",Hyderabad,"Mechanical Engineering",2024,76,76,80,f,A
1414,"Ravi Patel",Ahmedabad,"Computer Science",2025,68,83,88,m,A
1415,"Sneha Reddy",Chennai,"Electronics Engineering",2023,62,89,85,f,A
1417,"Rahul Mehta",Jaipur,"Information Tech",2023,72,80,78,m,A
1418,"Ravi Patel",Hyderabad,"Computer Science",2024,65,72,79,m,A
1419,"Karan Verma",Mumbai,"Computer Science",2023,65,91,72,m,A
1422,"Arjun Singh",Hyderabad,"Electrical Engineering",2024,60,87,87,m,A
1423,"Arjun Singh",Delhi,"Computer Science",2023,64,84,66,m,A
1425,"Ananya Sharma",Ahmedabad,"Electrical Engineering",2024,65,86,84,f,A
1426,"Priya Gupta",Ahmedabad,"IT Engineering",2024,73,78,68,f,A
1431,"Sneha Reddy",Jaipur,"Electrical Engineering",2024,69,72,70,f,A
1432,"Meera Iyer",Pune,"Electrical Engineering",2024,62,81,75,f,A
1435,"Tanya Jain",Bangalore,"Information Tech",2024,72,91,75,f,A
1436,"Karan Verma",Jaipur,"Civil Engineering",2023,85,74,65,m,A
1437,"Tanya Jain",Jaipur,"Electrical Engineering",2024,81,71,79,f,A
1438,"Sneha Reddy",Pune,"Information Tech",2023,62,83,88,f,A
1440,"Karan Verma",Indore,"Civil Engineering",2025,73,70,78,m,A
1441,"Vishal Dubey",Indore,"Civil Engineering",2023,72,79,73,m,A
1442,"Arjun Singh",Mumbai,"Electronics Engineering",2024,64,80,70,m,A
1443,"Vishal Dubey",Jaipur,"IT Engineering",2023,80,73,84,m,A
1446,"Priya Gupta",Pune,"Civil Engineering",2023,61,78,85,f,A
1447,"Rahul Mehta",Chennai,"Electrical Engineering",2023,75,77,83,m,A
1449,"Arjun Singh",Jaipur,"Civil Engineering",2024,81,85,66,m,A
1455,"Priya Gupta",Mumbai,"Electronics Engineering",2025,69,94,69,f,A
1456,"Karan Verma",Jaipur,"IT Engineering",2024,82,72,74,m,A
1457,"Arjun Singh",Pune,"Civil Engineering",2024,77,88,74,m,A
1458,"Priya Gupta",Pune,"Mechanical Engineering",2025,71,81,86,f,A
1460,"Rahul Mehta",Delhi,"Civil Engineering",2025,67,85,81,m,A
1463,"Ananya Sharma",Bangalore,"Electrical Engineering",2025,73,90,68,f,A
1464,"Karan Verma",Lucknow,"Civil Engineering",2025,78,72,71,m,A
1467,"Vishal Dubey",Ahmedabad,"Electronics Engineering",2025,64,72,84,m,A
1468,"Vishal Dubey",Indore,"Electrical Engineering",2025,63,82,75,m,A
1475,"Priya Gupta",Hyderabad,"Electronics Engineering",2024,64,73,67,f,A
1476,"Ravi Patel",Hyderabad,"Civil Engineering",2024,71,94,68,m,A
1478,"Sneha Reddy",Delhi,"Electronics Engineering",2023,68,72,68,f,A
1479,"Arjun Singh",Delhi,"Mechanical Engineering",2025,78,84,76,m,A
1481,"Ravi Patel",Pune,"Electrical Engineering",2024,60,83,83,m,A
1482,"Arjun Singh",Mumbai,"Civil Engineering",2024,63,85,85,m,A
1485,"Tanya Jain",Pune,"Electrical Engineering",2024,85,78,65,f,A
1486,"Sneha Reddy",Ahmedabad,"Electrical Engineering",2023,80,80,79,f,A
1487,"Karan Verma",Indore,"IT Engineering",2024,78,82,73,m,A
1488,"Meera Iyer",Mumbai,"IT Engineering",2025,62,82,88,f,A
1489,"Tanya Jain",Lucknow,"Information Tech",2023,80,76,70,f,A
1491,"Ananya Sharma",Indore,"Civil Engineering",2025,75,72,65,f,A
1492,"Rahul Mehta",Indore,"Information Tech",2024,61,87,79,m,A
1493,"Ravi Patel",Hyderabad,"IT Engineering",2024,82,81,75,m,A
1494,"Karan Verma",Bangalore,"Computer Science",2025,62,80,78,m,A
1495,"Meera Iyer",Chennai,"Electrical Engineering",2023,65,95,69,f,A
1496,"Priya Gupta",Mumbai,"Electronics Engineering",2023,69,77,73,f,A
1501,"Rahul Mehta",Ahmedabad,"Mechanical Engineering",2024,71,81,85,m,A
1502,"Ravi Patel",Indore,"Information Tech",2024,65,76,65,m,A
1504,"Sneha Reddy",Mumbai,"Information Tech",2023,66,71,81,f,A
1505,"Priya Gupta",Delhi,"Mechanical Engineering",2024,67,92,72,f,A
1506,"Ananya Sharma",Bangalore,"Civil Engineering",2023,87,75,66,f,A
1508,"Meera Iyer",Mumbai,"Electrical Engineering",2024,64,84,90,f,A
1509,"Vishal Dubey",Ahmedabad,"Information Tech",2025,63,81,87,m,A
1512,"Tanya Jain",Jaipur,"Mechanical Engineering",2025,80,74,85,f,A
1513,"Meera Iyer",Pune,"Electrical Engineering",2025,75,73,76,f,A
1514,"Rahul Mehta",Indore,"Electrical Engineering",2023,65,80,73,m,A
1518,"Karan Verma",Hyderabad,"Computer Science",2024,61,93,73,m,A
1519,"Sneha Reddy",Chennai,"Mechanical Engineering",2025,88,71,78,f,A
1521,"Karan Verma",Bangalore,"IT Engineering",2023,61,90,79,m,A
1522,"Tanya Jain",Jaipur,"IT Engineering",2023,62,94,78,f,A
1525,"Vishal Dubey",Ahmedabad,"Civil Engineering",2025,72,87,74,m,A
1527,"Karan Verma",Lucknow,"Civil Engineering",2024,64,87,77,m,A
1530,"Rahul Mehta",Ahmedabad,"Information Tech",2025,74,91,70,m,A
1534,"Ravi Patel",Bangalore,"Civil Engineering",2024,76,85,72,m,A
1535,"Sneha Reddy",Lucknow,"Computer Science",2024,63,76,70,f,A
1537,"Sneha Reddy",Hyderabad,"IT Engineering",2024,80,79,78,f,A
1538,"Karan Verma",Bangalore,"Information Tech",2024,83,75,68,m,A
1539,"Sneha Reddy",Indore,"Information Tech",2023,61,79,85,f,A
1540,"Vishal Dubey",Delhi,"Civil Engineering",2023,63,74,79,m,A
1541,"Ravi Patel",Chennai,"Computer Science",2025,61,88,75,m,A
1542,"Vishal Dubey",Bangalore,"Electronics Engineering",2025,66,88,78,m,A
1544,"Arjun Singh",Mumbai,"Electrical Engineering",2025,64,81,66,m,A
1545,"Vishal Dubey",Mumbai,"Civil Engineering",2023,81,72,83,m,A
1546,"Priya Gupta",Delhi,"Electrical Engineering",2023,78,70,76,f,A
1547,"Vishal Dubey",Lucknow,"Information Tech",2025,67,73,80,m,A
1548,"Ravi Patel",Ahmedabad,"Civil Engineering",2023,64,86,72,m,A
1552,"Arjun Singh",Pune,"IT Engineering",2025,65,79,83,m,A
1553,"Vishal Dubey",Ahmedabad,"Civil Engineering",2025,77,80,69,m,A
1554,"Ravi Patel",Indore,"Electrical Engineering",2023,74,81,77,m,A
1556,"Sneha Reddy",Chennai,"Civil Engineering",2023,68,79,74,f,A
1557,"Vishal Dubey",Lucknow,"Computer Science",2025,62,89,83,m,A
1558,"Meera Iyer",Lucknow,"Information Tech",2025,63,93,77,f,A
1559,"Ravi Patel",Pune,"Computer Science",2025,67,90,68,m,A
1563,"Vishal Dubey",Bangalore,"Computer Science",2023,83,75,70,m,A
1568,"Karan Verma",Bangalore,"Mechanical Engineering",2025,63,90,70,m,A
1570,"Rahul Mehta",Bangalore,"Electrical Engineering",2023,88,81,67,m,A
1572,"Sneha Reddy",Chennai,"Information Tech",2024,72,76,66,f,A
1573,"Sneha Reddy",Pune,"Civil Engineering",2024,63,72,84,f,A
1574,"Karan Verma",Hyderabad,"Information Tech",2024,73,73,83,m,A
1576,"Karan Verma",Hyderabad,"Electrical Engineering",2024,79,71,73,m,A
1579,"Karan Verma",Delhi,"Information Tech",2024,68,73,87,m,A
1580,"Vishal Dubey",Jaipur,"Information Tech",2023,76,84,79,m,A
1582,"Priya Gupta",Chennai,"IT Engineering",2024,68,76,76,f,A
1583,"Vishal Dubey",Delhi,"Mechanical Engineering",2023,73,80,82,m,A
1584,"Arjun Singh",Hyderabad,"Information Tech",2023,65,80,79,m,A
1586,"Ravi Patel",Ahmedabad,"Computer Science",2025,72,83,78,m,A
1588,"Sneha Reddy",Jaipur,"Electrical Engineering",2024,89,82,67,f,A
1590,"Priya Gupta",Bangalore,"Information Tech",2025,70,91,70,f,A
1591,"Vishal Dubey",Pune,"Mechanical Engineering",2025,78,81,77,m,A
1593,"Meera Iyer",Mumbai,"Electrical Engineering",2024,77,71,89,f,A
1595,"Karan Verma",Indore,"Electrical Engineering",2024,70,90,67,m,A
1596,"Ravi Patel",Chennai,"Electronics Engineering",2024,76,72,67,m,A
1597,"Rahul Mehta",Pune,"Electrical Engineering",2024,64,74,82,m,A
1598,"Tanya Jain",Lucknow,"Electronics Engineering",2023,69,80,72,f,A
1599,"Meera Iyer",Pune,"Electrical Engineering",2023,68,90,72,f,A
1600,"Arjun Singh",Mumbai,"Mechanical Engineering",2025,70,77,76,m,A
1601,"Vishal Dubey",Hyderabad,"IT Engineering",2023,83,78,75,m,A
1603,"Karan Verma",Ahmedabad,"Civil Engineering",2024,66,91,77,m,A
1605,"Priya Gupta",Chennai,"Electronics Engineering",2025,64,77,83,f,A
1606,"Ananya Sharma",Jaipur,"Computer Science",2024,72,84,70,f,A
1607,"Sneha Reddy",Bangalore,"IT Engineering",2023,65,82,86,f,A
1608,"Arjun Singh",Hyderabad,"Computer Science",2023,61,85,72,m,A
1609,"Arjun Singh",Lucknow,"Information Tech",2023,88,76,75,m,A
1610,"Sneha Reddy",Bangalore,"Electronics Engineering",2025,69,83,79,f,A
1611,"Tanya Jain",Pune,"Electrical Engineering",2025,69,90,71,f,A
1612,"Meera Iyer",Lucknow,"Electronics Engineering",2023,79,72,73,f,A
